Paper,SS,SS_overlap,SubSample,keep,missing,RT/accuracy,Study,Authors,comment,todo,Included in Bediou et al 2018,New,Publication_type,Year,VGP_criteria,NVGP_criteria,Game_genre,Age_group,Recruitment,Lab,Cognitive_domain,SubDomain,Task,Measure,Effect,DV_type,Data_source,nExp,nCtl,males_AVGP,males_NVGP,MaleRatioDiff,g_source,Cohen's d,d_var,J,g,g_var,included
73,74,74,male only,16,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,verbal cognition,verbal cognition,Reading span,Main effect : MaxRspanTotal,main,accuracy,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.2041516123711391,0.03997038520876531,0.9924812030075187,0.2026166378420328,0.0393715864027094,included
73,74,74,male only,17,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,spatial cognition,spatial cognition,Rotation span,Main effect : MaxRotSpanTotal (total number of arrows recalled in the correct order),main,accuracy,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.6309065093999481,0.04171727316351771,0.9924812030075187,0.6261628514345349,0.04109230412126929,included
73,74,74,male only,18,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,verbal cognition,verbal cognition,Visual Brief Report,Main effect : BRTotalScore (total number of letters correctly reported),main,accuracy,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.5202087020690843,0.04109263625226857,0.9924812030075187,0.5162973584445048,0.04047702493411315,included
75,75,75,,1,NA,NA,West et al 2015,"West, G. L., Drisdelle, B. L., Konishi, K., Jackson, J., Jolicoeur, P., & Bohbot, V. D.",NA,NA,1,NA,published,2015,"6h or more /week, previous 6 months; action video games (including first-person shooters such as Fallout 3, Borderlands 2, Counterstrike and Call of Duty and third-person shooter/adventure games such as Grand Theft Auto V, Tomb Raider (2012) and Gears of War) (reported playing an average of 17.9 (+10.44) hours per week during the past six months)","little or no action for at least 6 months, (played 0h/week of action games on average)",NA,Younger adults,Overt,Other,spatial cognition,WM,4/8 maze task,Main effect : VR task with response > spatial learning strategies (% of participants using response strategy),main,accuracy,NA,26,33,0.8461538461538461,0.7272727272727273,0.11888111888111885,Chi-square,0.8407264129762235,0.07475457640419476,0.986784140969163,0.8296154912188285,0.07279174107118082,included
75,75,75,,2,NA,1,West et al 2015,"West, G. L., Drisdelle, B. L., Konishi, K., Jackson, J., Jolicoeur, P., & Bohbot, V. D.",NA,NA,1,NA,published,2015,"6h or more /week, previous 6 months; action video games (including first-person shooters such as Fallout 3, Borderlands 2, Counterstrike and Call of Duty and third-person shooter/adventure games such as Grand Theft Auto V, Tomb Raider (2012) and Gears of War) (reported playing an average of 17.9 (+10.44) hours per week during the past six months)","little or no action for at least 6 months, (played 0h/week of action games on average)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,N2pc task,Main effect : frequent color/response vs infrequent color/response (% correct),main,accuracy,NA,24,27,0.8461538461538461,0.7272727272727273,0.11888111888111885,MeanSD,0.2459305373029426,0.07929666281329306,0.9846153846153847,0.24214699057520503,0.07687553393686353,included
75,75,75,,NA,NA,1,West et al 2015,"West, G. L., Drisdelle, B. L., Konishi, K., Jackson, J., Jolicoeur, P., & Bohbot, V. D.",NA,NA,1,NA,published,2015,"6h or more /week, previous 6 months; action video games (including first-person shooters such as Fallout 3, Borderlands 2, Counterstrike and Call of Duty and third-person shooter/adventure games such as Grand Theft Auto V, Tomb Raider (2012) and Gears of War) (reported playing an average of 17.9 (+10.44) hours per week during the past six months)","little or no action for at least 6 months, (played 0h/week of action games on average)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,N2pc task,Main effect : frequent color/response vs infrequent color/response RT),main,speed,NA,24,27,0.8461538461538461,0.7272727272727273,0.11888111888111885,NA,-0.176949301515553,0.07901067483416294,0.9846153846153847,-0.17422700456915988,0.07659827789839797,included
76,76,76,Same participants as in EXP2 - experimental presentation counterbalanced,1,NA,NA,West et al. 2008-EXP1,"West, G. L., Stevens, S. A., Pun, C., & Pratt, J.",NA,re check speed or accuracy,1,NA,published,2008,"2h or more/day, 3 to 4 days or more/week, for the past 6 months; action games ( including Grand Theft Auto 3, Half-life 2, Counter-Strike, Need for Speed, Halo 3, Rainbow Six: Las Vegas, Mario Kart, and Call of Duty 3)","little or no video game usage for past 6 months; 9 participants reported no video game experience whatsoever in the past 6 months, the remaining 3 participants reported playing once/month or less and with games that were more puzzle or strategy based (e.g., Red Alert 2, Civilization IV, Age of Empires III).",NA,Younger adults,Overt,Other,perception,perception,Temporal Order Judgment,Main effect : Point of Subjective Simultaneity (ms),main,accuracy,NA,12,12,1,1,0,Ttest,0.8858987903065827,0.18301701388888889,0.9655172413793104,0.8553505561580799,0.1706127691901176,included
76,76,76,Same participants as in EXP1 - experimental presentation counterbalanced,2,NA,NA,West et al. 2008-EXP2,"West, G. L., Stevens, S. A., Pun, C., & Pratt, J.",NA,NA,1,NA,published,2008,"2h or more/day, 3 to 4 days or more/week, for the past 6 months; action games ( including Grand Theft Auto 3, Half-life 2, Counter-Strike, Need for Speed, Halo 3, Rainbow Six: Las Vegas, Mario Kart, and Call of Duty 3)","little or no video game usage for past 6 months; 9 participants reported no video game experience whatsoever in the past 6 months, the remaining 3 participants reported playing once/month or less and with games that were more puzzle or strategy based (e.g., Red Alert 2, Civilization IV, Age of Empires III).",NA,Younger adults,Overt,Other,top-down attention,top-down attention,Change detection (abrupt change in motion),Main effect : sensitivity (d'),main,accuracy,NA,12,12,1,1,0,Ftest,1.4583095236151573,0.21097222222222223,0.9655172413793104,1.408022988318083,0.19667327255912276,included
77,77,77,,1,NA,1,"West, Al-Aidroos & Pratt 2013","West, G. L., Al-Aidroos, N., & Pratt, J.",NA,NA,1,NA,published,2013,"3–4 days or more/week, 2h or more/each day, past 6 months; action video game (including Counter-Strike, Call of Duty: Modern Warefare, Medal of Honor, Kill Zone 2, Halo 3, God ofWar 3, Half-Life 2, Grand Theft Auto 3 and Rainbow Six: Las Vegas)",little or no exposure to video game usage in the past 6 months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Saccadic trajectory deviation task,Main effect : accuracy - percentage of saccades that were erroneously directed to the distractor,main,accuracy,NA,14,14,1,1,0,MeanSD + Ttest,0.38938197036872146,0.14556461283657549,0.970873786407767,0.37804074793079756,0.13720860857439485,included
77,77,77,,NA,NA,1,"West, Al-Aidroos & Pratt 2013","West, G. L., Al-Aidroos, N., & Pratt, J.",NA,NA,1,NA,published,2013,"3–4 days or more/week, 2h or more/each day, past 6 months; action video game (including Counter-Strike, Call of Duty: Modern Warefare, Medal of Honor, Kill Zone 2, Halo 3, God ofWar 3, Half-Life 2, Grand Theft Auto 3 and Rainbow Six: Las Vegas)",little or no exposure to video game usage in the past 6 months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Saccadic trajectory deviation task,Main effect : saccadic RT,main,speed,Not in the paper,14,14,1,1,0,NA,NA,NA,NA,NA,NA,included
77,77,77,,NA,NA,NA,"West, Al-Aidroos & Pratt 2013","West, G. L., Al-Aidroos, N., & Pratt, J.",NA,NA,1,NA,published,2013,"3–4 days or more/week, 2h or more/each day, past 6 months; action video game (including Counter-Strike, Call of Duty: Modern Warefare, Medal of Honor, Kill Zone 2, Halo 3, God ofWar 3, Half-Life 2, Grand Theft Auto 3 and Rainbow Six: Las Vegas)",little or no exposure to video game usage in the past 6 months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Saccadic trajectory deviation task,Longitudinal comparisons : Group x Time (frist half vs second half of trials) : accuracy - percentage of targets that were erroneously directed to the distractor,main,accuracy,NA,14,14,1,1,0,NA,NA,NA,NA,NA,NA,included
78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,NA,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,Ben has a file with accuracy data from the authors. Contact authors to have RTs data : inge.wilms@psy.ku.dk,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,perception,perception,Enumeration,Main effect : ACC,main,accuracy,SENT BY EMAIL,19,12,1,1,0,NA,NA,NA,NA,NA,NA,included
78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,NA,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,perception,perception,Enumeration,Main effect : RT,main,speed,SENT BY EMAIL,19,12,1,1,0,NA,NA,NA,NA,NA,NA,included
78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,2,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",AVERAGE 3 EFFECTS,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,spatial cognition,WM,Enumeration,Main effect : breakpoint Acc 50ms UNMASKED,interaction,accuracy,SENT BY EMAIL,19,12,1,1,0,NA,0.0356426733048773,0.1359854026058682,0.9739130434782609,0.03471286443605441,0.12898305408604996,included
78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",1,NA,3,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",AVERAGE 3 EFFECTS,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,spatial cognition,WM,Enumeration,Main effect : breakpoint Acc 50ms MASKED,interaction,accuracy,SENT BY EMAIL,19,12,1,1,0,MeanSD,0.6614630036571902,0.14302190107436616,0.9739130434782609,0.6442074470400462,0.13565721943870315,included
78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,4,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",AVERAGE 3 EFFECTS,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,spatial cognition,WM,Enumeration,Main effect : breakpoint Acc 100ms MASKED,interaction,accuracy,SENT BY EMAIL,19,12,1,1,0,MeanSD,0.3587974932080469,0.13804129358928852,0.9739130434782609,0.3494375586026196,0.13093308028612743,included
78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",1,NA,2,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,spatial cognition,WM,Enumeration,Main effect : breakpoint RT 50ms UNMASKED,interaction,speed,SENT BY EMAIL,19,12,1,1,0,MeanSD,0.15090382353002388,0.13633220202192725,0.9739130434782609,0.14696720204663197,0.12931199562669607,included
78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,3,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,spatial cognition,WM,Enumeration,Main effect : breakpoint RT 50ms MASKED,interaction,speed,SENT BY EMAIL,19,12,1,1,0,MeanSD,-0.02191068898395811,0.13597265547895582,0.9739130434782609,-0.021339105793072247,0.1289709633518353,included
